N,infa_C_Au,infa_S_Mg,infa_S_O,cc,cs_Mg,cs_O,ave_GCN,csDist_Mg,csDist_O,Zdist,Ecoh,Eadh,Eb,Etot,Config
24,12,8,0,7.25,12,0,4.661,4.609,1.949,5.552,-2.849,-7.259,-3.152,-444.283,24Au_a
24,12,8,8,7.25,27,18,3.8,3.746,1.027,7.576,-2.849,42.136,-1.094,-394.888,24Au_a
24,8,8,0,7.25,8,0,4.664,4.609,1.949,5.059,-2.849,-7.19,-3.149,-444.214,24Au_a
24,0,0,0,7.25,0,0,5.55,5.496,2.872,4.472,-2.849,50.725,-0.736,-386.3,24Au_a
24,12,8,8,7.25,33,10,3.789,3.755,1.027,7.854,-2.849,18.042,-2.098,-418.982,24Au_a
24,12,8,8,7.25,25,16,3.787,3.748,1.027,7.354,-2.849,44.85,-0.981,-392.174,24Au_a
24,12,8,2,7.25,16,6,4.217,4.176,1.488,6.507,-2.849,27.377,-1.709,-409.647,24Au_a
24,0,0,0,7.25,0,0,5.546,5.496,2.872,4.472,-2.849,-4.229,-3.026,-441.253,24Au_a
24,12,8,8,7.25,26,20,3.799,3.75,1.027,7.281,-2.849,13.022,-2.307,-424.002,24Au_a
24,12,8,0,7.25,20,10,4.226,4.175,1.488,6.25,-2.849,22.982,-1.892,-414.042,24Au_a
24,12,8,0,7.25,10,0,4.661,4.61,1.949,5.559,-2.849,-7.277,-3.153,-444.301,24Au_a
24,0,0,0,7.25,0,0,5.102,5.051,2.411,4.472,-2.849,-5.933,-3.097,-442.957,24Au_a
24,12,8,8,7.25,30,12,3.8,3.741,1.027,7.753,-2.849,17.894,-2.104,-419.13,24Au_a
24,0,0,0,7.25,0,0,5.107,5.049,2.411,4.472,-2.849,-5.88,-3.094,-442.904,24Au_a
24,12,8,8,7.25,25,16,3.796,3.74,1.027,7.465,-2.849,15.975,-2.184,-421.049,24Au_a
24,12,8,2,7.25,19,8,4.225,4.168,1.488,6.163,-2.849,31.422,-1.54,-405.602,24Au_a
24,10,8,0,7.25,8,0,4.661,4.605,1.949,5.229,-2.849,-7.205,-3.15,-444.229,24Au_a
24,10,8,0,7.25,8,0,4.662,4.605,1.949,5.233,-2.849,-7.184,-3.149,-444.208,24Au_a
24,12,8,8,7.25,26,20,3.797,3.758,1.027,7.285,-2.849,13.098,-2.304,-423.926,24Au_a
24,12,8,8,7.25,26,19,3.798,3.748,1.027,7.399,-2.849,13.118,-2.303,-423.907,24Au_a
24,12,8,8,7.25,28,20,3.808,3.748,1.027,7.392,-2.849,13.122,-2.303,-423.902,24Au_a
24,12,8,0,7.25,20,9,4.234,4.173,1.488,6.069,-2.849,-4.3,-3.029,-441.324,24Au_a
24,12,8,0,7.25,8,0,4.669,4.608,1.949,5.476,-2.849,-7.245,-3.151,-444.269,24Au_a
24,12,8,8,7.25,28,20,3.806,3.746,1.027,7.392,-2.849,13.061,-2.305,-423.963,24Au_a
24,12,8,0,7.25,8,0,4.667,4.608,1.949,5.476,-2.849,-7.266,-3.152,-444.29,24Au_a
24,12,8,7,7.25,26,16,3.792,3.74,1.027,7.392,-2.849,15.903,-2.187,-421.121,24Au_a
24,12,8,2,7.25,16,6,4.221,4.168,1.488,6.528,-2.849,-4.234,-3.026,-441.258,24Au_a
24,0,0,0,7.25,0,0,5.1,5.046,2.411,4.472,-2.849,14.074,-2.263,-422.95,24Au_a
24,12,8,8,7.25,33,10,3.803,3.741,1.027,7.882,-2.849,19.11,-2.053,-417.915,24Au_a
24,12,8,2,7.25,14,10,4.231,4.169,1.488,6.767,-2.849,-4.166,-3.023,-441.19,24Au_a
24,0,0,0,7.25,0,0,5.109,5.048,2.411,4.472,-2.849,4.361,-2.668,-432.663,24Au_a
