N,infa_C_Au,infa_S_Mg,infa_S_O,cc,cs_Mg,cs_O,ave_GCN,csDist_Mg,csDist_O,Zdist,Ecoh,Eadh,Eb,Etot,Config
3,0,0,0,2,0,0,4.524,4.399,1.75,0.333,-1.2,-1.275,-1.625,-373.513,3Au
3,0,0,0,2,0,0,4.957,4.846,2.211,0.333,-1.2,-0.81,-1.47,-373.048,3Au
3,0,0,0,2,0,0,5.396,5.296,2.673,0.333,-1.2,-0.536,-1.379,-372.774,3Au
3,1,4,1,2,4,1,3.598,3.543,0.827,2.333,-1.2,-1.432,-1.677,-373.67,3Au
3,1,3,1,2,1,1,4.024,3.98,1.289,1.889,-1.2,-1.752,-1.784,-373.99,3Au
3,0,0,0,2,0,0,4.459,4.421,1.75,0.333,-1.2,-1.24,-1.613,-373.478,3Au
3,0,0,0,2,0,0,4.899,4.866,2.211,0.333,-1.2,-0.803,-1.467,-373.041,3Au
3,1,3,1,2,3,1,3.567,3.504,0.827,1.889,-1.2,-0.426,-1.342,-372.664,3Au
3,1,1,0,2,1,1,4.003,3.936,1.289,0.778,-1.2,-1.202,-1.601,-373.44,3Au
3,1,1,0,2,1,0,4.445,4.376,1.75,0.778,-1.2,-1.022,-1.541,-373.26,3Au
3,0,0,0,2,0,0,4.891,4.82,2.211,0.333,-1.2,-0.743,-1.448,-372.981,3Au
3,0,0,0,2,0,0,5.339,5.268,2.673,0.333,-1.2,-0.511,-1.37,-372.749,3Au
3,1,2,1,2,2,2,3.577,3.531,0.827,1.444,-1.2,-0.63,-1.41,-372.868,3Au
3,1,2,0,2,2,1,4.011,3.96,1.289,1.222,-1.2,-1.281,-1.627,-373.519,3Au
3,1,1,0,2,1,0,4.452,4.397,1.75,0.778,-1.2,-1.037,-1.546,-373.275,3Au
3,0,0,0,2,0,0,4.897,4.84,2.211,0.333,-1.2,-0.732,-1.444,-372.97,3Au
3,0,0,0,2,0,0,5.344,5.286,2.673,0.333,-1.2,-0.509,-1.37,-372.747,3Au
3,1,2,0,2,2,2,3.591,3.606,0.827,1.222,-1.2,-0.908,-1.503,-373.146,3Au
3,1,2,0,2,2,0,4.021,4.026,1.289,1.222,-1.2,-1.336,-1.645,-373.574,3Au
3,1,1,0,2,1,0,4.459,4.456,1.75,0.778,-1.2,-1.103,-1.567,-373.341,3Au
3,0,0,0,2,0,0,4.901,4.893,2.211,0.333,-1.2,-0.756,-1.452,-372.994,3Au
3,0,0,0,2,0,0,5.348,5.334,2.673,0.333,-1.2,-0.516,-1.372,-372.754,3Au
3,1,3,1,2,3,1,3.561,3.504,0.827,1.889,-1.2,-1.267,-1.622,-373.505,3Au
3,1,1,0,2,1,1,3.994,3.941,1.289,0.778,-1.2,-1.558,-1.719,-373.796,3Au
3,1,1,0,2,1,0,4.433,4.383,1.75,0.778,-1.2,-1.149,-1.583,-373.387,3Au
3,0,0,0,2,0,0,4.878,4.829,2.211,0.333,-1.2,-0.769,-1.456,-373.007,3Au
3,0,0,0,2,0,0,5.326,5.278,2.673,0.333,-1.2,-0.529,-1.376,-372.767,3Au
3,1,3,1,2,2,1,3.588,3.527,0.827,1.889,-1.2,-1.258,-1.619,-373.496,3Au
3,1,2,0,2,2,1,4.017,3.961,1.289,1.222,-1.2,-1.457,-1.686,-373.695,3Au
3,1,1,0,2,1,0,4.455,4.401,1.75,0.778,-1.2,-1.174,-1.591,-373.412,3Au
3,0,0,0,2,0,0,5.343,5.309,2.673,0.333,-1.2,-0.501,-1.367,-372.739,3Au
3,0,0,0,2,0,0,4.897,4.845,2.211,0.333,-1.2,-0.769,-1.456,-373.007,3Au
3,1,3,1,2,2,1,3.586,3.525,0.827,1.889,-1.2,-1.112,-1.571,-373.35,3Au
3,0,0,0,2,0,0,5.344,5.313,2.673,0.333,-1.2,-0.531,-1.377,-372.769,3Au
3,1,3,1,2,3,1,3.557,3.513,0.827,1.889,-1.2,-1.167,-1.589,-373.405,3Au
3,1,1,0,2,1,1,3.99,3.948,1.289,0.778,-1.2,-1.528,-1.709,-373.766,3Au
3,1,1,0,2,1,0,4.43,4.39,1.75,0.778,-1.2,-1.143,-1.581,-373.381,3Au
3,0,0,0,2,0,0,4.875,4.836,2.211,0.333,-1.2,-0.78,-1.46,-373.018,3Au
3,0,0,0,2,0,0,5.323,5.284,2.673,0.333,-1.2,-0.521,-1.374,-372.759,3Au
3,1,3,1,2,3,1,3.562,3.509,0.827,1.889,-1.2,-0.325,-1.308,-372.563,3Au
3,1,1,0,2,1,1,3.998,3.941,1.289,0.778,-1.2,-1.228,-1.609,-373.466,3Au
3,1,1,0,2,1,0,4.44,4.38,1.75,0.778,-1.2,-1.045,-1.548,-373.283,3Au
3,0,0,0,2,0,0,4.886,4.824,2.211,0.333,-1.2,-0.738,-1.446,-372.976,3Au
3,0,0,0,2,0,0,5.335,5.272,2.673,0.333,-1.2,-0.508,-1.369,-372.746,3Au
3,1,1,0,2,1,1,3.592,3.551,0.827,0.778,-1.2,0.521,-1.026,-371.717,3Au
3,1,1,0,2,1,0,4.03,3.976,1.289,0.778,-1.2,-0.962,-1.521,-373.2,3Au
3,1,1,0,2,1,0,4.471,4.409,1.75,0.778,-1.2,-0.933,-1.511,-373.171,3Au
3,0,0,0,2,0,0,4.916,4.849,2.211,0.333,-1.2,-0.702,-1.434,-372.94,3Au
3,0,0,0,2,0,0,5.364,5.293,2.673,0.333,-1.2,-0.498,-1.366,-372.736,3Au
3,1,1,0,2,1,0,3.564,3.635,0.827,0.778,-1.2,0.94,-0.887,-371.298,3Au
3,1,1,0,2,1,0,4.005,4.05,1.289,0.778,-1.2,-0.846,-1.482,-373.084,3Au
3,1,1,0,2,1,0,4.45,4.475,1.75,0.778,-1.2,-0.889,-1.496,-373.127,3Au
3,0,0,0,2,0,0,4.897,4.908,2.211,0.333,-1.2,-0.683,-1.427,-372.921,3Au
3,0,0,0,2,0,0,5.346,5.346,2.673,0.333,-1.2,-0.495,-1.365,-372.733,3Au
4,4,6,2,2.5,6,4,2.221,2.449,-0.556,3.313,-1.544,5.325,-0.213,-369.49,4Au_a
4,4,6,0,2.5,6,2,2.642,2.83,-0.095,2.583,-1.544,-1.281,-1.864,-376.095,4Au_a
4,4,4,0,2.5,2,0,3.074,3.231,0.367,1.917,-1.544,-2.145,-2.08,-376.96,4Au_a
4,0,0,0,2.5,0,0,3.513,3.645,0.828,0.542,-1.544,-1.658,-1.959,-376.473,4Au_a
4,0,0,0,2.5,0,0,3.956,4.069,1.289,0.542,-1.544,-1.059,-1.809,-375.874,4Au_a
4,4,6,2,2.5,7,6,2.245,2.382,-0.556,3.667,-1.544,5,-0.294,-369.815,4Au_a
4,4,6,0,2.5,6,2,2.663,2.771,-0.095,2.583,-1.544,-1.393,-1.892,-376.207,4Au_a
4,4,4,0,2.5,3,0,3.092,3.178,0.367,1.917,-1.544,-2.147,-2.081,-376.962,4Au_a
4,0,0,0,2.5,0,0,3.528,3.598,0.828,0.542,-1.544,-1.648,-1.956,-376.463,4Au_a
4,0,0,0,2.5,0,0,3.97,4.026,1.289,0.542,-1.544,-1.062,-1.81,-375.877,4Au_a
4,4,6,2,2.5,7,6,2.171,2.409,-0.556,4.188,-1.544,5.015,-0.29,-369.8,4Au_a
4,4,6,0,2.5,6,2,2.599,2.794,-0.095,2.583,-1.544,-1.357,-1.884,-376.172,4Au_a
4,4,4,0,2.5,4,0,3.036,3.198,0.367,1.917,-1.544,-2.169,-2.086,-376.983,4Au_a
4,0,0,0,2.5,0,0,3.479,3.615,0.828,0.542,-1.544,-1.669,-1.961,-376.484,4Au_a
4,0,0,0,2.5,0,0,3.926,4.042,1.289,0.542,-1.544,-1.064,-1.81,-375.879,4Au_a
4,0,0,0,2.5,0,0,3.969,3.974,1.289,0.542,-1.544,-1.085,-1.815,-375.899,4Au_a
4,4,5,3,2.5,7,7,2.245,2.395,-0.556,3.625,-1.544,3.889,-0.572,-370.926,4Au_a
4,4,5,0,2.5,7,2,2.661,2.78,-0.095,3.083,-1.544,-1.676,-1.963,-376.491,4Au_a
4,4,4,0,2.5,3,0,3.089,3.184,0.367,2.312,-1.544,-2.319,-2.124,-377.134,4Au_a
4,0,0,0,2.5,0,0,3.526,3.603,0.828,0.542,-1.544,-1.728,-1.976,-376.543,4Au_a
4,0,0,0,2.5,0,0,3.968,4.03,1.289,0.542,-1.544,-1.067,-1.811,-375.882,4Au_a
4,4,5,0,2.5,8,8,2.224,2.477,-0.556,3.542,-1.544,4.211,-0.491,-370.604,4Au_a
4,4,5,0,2.5,6,0,2.643,2.85,-0.095,2.667,-1.544,-1.593,-1.942,-376.407,4Au_a
4,4,4,0,2.5,3,0,3.074,3.245,0.367,2.312,-1.544,-2.284,-2.115,-377.099,4Au_a
4,0,0,0,2.5,0,0,3.512,3.656,0.828,0.542,-1.544,-1.696,-1.968,-376.511,4Au_a
4,4,7,4,2.5,11,5,2.38,2.143,-0.556,5.688,-1.544,2.326,-0.963,-372.489,4Au_a
4,4,5,1,2.5,6,4,2.775,2.566,-0.095,3.667,-1.544,-2.335,-2.128,-377.149,4Au_a
4,3,2,0,2.5,2,0,3.189,2.999,0.367,1.604,-1.544,-2.594,-2.193,-377.409,4Au_a
4,0,0,0,2.5,0,0,3.613,3.44,0.828,0.542,-1.544,-1.775,-1.988,-376.59,4Au_a
4,0,0,0,2.5,0,0,4.045,3.885,1.289,0.542,-1.544,-1.1,-1.819,-375.915,4Au_a
4,4,6,3,2.5,8,5,2.392,2.254,-0.556,4.812,-1.544,2.995,-0.795,-371.82,4Au_a
4,4,5,0,2.5,7,3,2.787,2.661,-0.095,3.083,-1.544,-2.155,-2.083,-376.97,4Au_a
4,3,3,0,2.5,1,0,3.199,3.083,0.367,1.938,-1.544,-2.523,-2.175,-377.338,4Au_a
4,0,0,0,2.5,0,0,3.623,3.514,0.828,0.542,-1.544,-1.786,-1.991,-376.601,4Au_a
4,0,0,0,2.5,0,0,4.055,3.951,1.289,0.542,-1.544,-1.081,-1.814,-375.896,4Au_a
4,4,5,0,2.5,7,3,2.708,2.745,-0.095,3.083,-1.544,-1.897,-2.018,-376.712,4Au_a
4,4,3,0,2.5,3,0,3.131,3.155,0.367,1.958,-1.544,-2.414,-2.148,-377.228,4Au_a
4,0,0,0,2.5,0,0,3.562,3.578,0.828,0.542,-1.544,-1.755,-1.983,-376.57,4Au_a
4,0,0,0,2.5,0,0,4,4.008,1.289,0.542,-1.544,-1.074,-1.813,-375.888,4Au_a
4,4,6,3,2.5,7,6,2.195,2.345,-0.556,3.958,-1.544,4.053,-0.531,-370.761,4Au_a
4,4,5,0,2.5,6,3,2.618,2.736,-0.095,3.083,-1.544,-1.65,-1.957,-376.465,4Au_a
4,4,4,0,2.5,4,0,3.052,3.146,0.367,1.917,-1.544,-2.296,-2.118,-377.11,4Au_a
4,0,0,0,2.5,0,0,3.493,3.568,0.828,0.542,-1.544,-1.718,-1.974,-376.533,4Au_a
4,0,0,0,2.5,0,0,3.938,3.999,1.289,0.542,-1.544,-1.065,-1.81,-375.88,4Au_a
4,4,7,2,2.5,10,6,2.155,2.397,-0.556,4.542,-1.544,4.547,-0.407,-370.267,4Au_a
4,4,4,0,2.5,5,2,2.584,2.781,-0.095,2.312,-1.544,-1.48,-1.914,-376.295,4Au_a
4,4,4,0,2.5,4,0,3.022,3.186,0.367,1.917,-1.544,-2.382,-2.14,-377.197,4Au_a
4,0,0,0,2.5,0,0,3.467,3.604,0.828,0.542,-1.544,-1.689,-1.966,-376.504,4Au_a
4,0,0,0,2.5,0,0,3.915,4.031,1.289,0.542,-1.544,-1.071,-1.812,-375.885,4Au_a
4,4,8,4,2.5,12,6,2.491,2.174,-0.556,5.667,-1.544,2.587,-0.897,-372.228,4Au_a
4,4,6,2,2.5,10,2,2.875,2.594,-0.095,4.625,-1.544,-2.425,-2.15,-377.239,4Au_a
4,2,2,0,2.5,2,0,3.277,3.025,0.367,1.208,-1.544,-2.644,-2.205,-377.458,4Au_a
4,0,0,0,2.5,0,0,3.693,3.463,0.828,0.542,-1.544,-1.817,-1.998,-376.632,4Au_a
4,0,0,0,2.5,0,0,4.118,3.906,1.289,0.542,-1.544,-1.107,-1.821,-375.921,4Au_a
4,4,8,3,2.5,12,6,2.425,2.199,-0.556,5.5,-1.544,2.656,-0.88,-372.158,4Au_a
4,2,2,0,2.5,2,0,3.225,3.043,0.367,1.208,-1.544,-2.611,-2.197,-377.426,4Au_a
4,0,0,0,2.5,0,0,3.646,3.479,0.828,0.542,-1.544,-1.808,-1.996,-376.623,4Au_a
4,4,6,3,2.5,9,5,2.345,2.204,-0.556,4.75,-1.544,2.833,-0.836,-371.982,4Au_a
4,4,4,0,2.5,6,3,2.747,2.618,-0.095,2.729,-1.544,-2.141,-2.079,-376.955,4Au_a
4,4,4,0,2.5,2,0,3.163,3.044,0.367,2.292,-1.544,-2.508,-2.171,-377.322,4Au_a
4,0,0,0,2.5,0,0,3.591,3.479,0.828,0.542,-1.544,-1.777,-1.989,-376.592,4Au_a
4,0,0,0,2.5,0,0,4.026,3.92,1.289,0.542,-1.544,-1.094,-1.818,-375.909,4Au_a
4,4,7,3,2.5,9,5,2.233,2.281,-0.556,5.083,-1.544,3.572,-0.651,-371.243,4Au_a
4,4,5,0,2.5,5,3,2.65,2.682,-0.095,3.062,-1.544,-1.823,-2,-376.638,4Au_a
4,4,4,0,2.5,4,0,3.08,3.1,0.367,1.917,-1.544,-2.357,-2.133,-377.172,4Au_a
4,0,0,0,2.5,0,0,3.517,3.528,0.828,0.542,-1.544,-1.729,-1.976,-376.544,4Au_a
4,0,0,0,2.5,0,0,3.96,3.964,1.289,0.542,-1.544,-1.064,-1.81,-375.879,4Au_a
4,4,6,2,2.5,8,6,2.19,2.336,-0.556,3.958,-1.544,4.647,-0.382,-370.168,4Au_a
4,4,6,0,2.5,5,2,2.614,2.73,-0.095,2.583,-1.544,-1.476,-1.913,-376.291,4Au_a
4,4,4,0,2.5,4,0,3.049,3.141,0.367,1.917,-1.544,-2.214,-2.098,-377.029,4Au_a
4,0,0,0,2.5,0,0,3.49,3.565,0.828,0.542,-1.544,-1.682,-1.965,-376.497,4Au_a
4,0,0,0,2.5,0,0,3.936,3.996,1.289,0.542,-1.544,-1.053,-1.807,-375.868,4Au_a
4,4,6,2,2.5,6,4,2.221,2.449,-0.556,3.313,-1.544,5.328,-0.212,-369.486,4Au_a
4,4,6,0,2.5,6,2,2.642,2.83,-0.095,2.583,-1.544,-1.283,-1.865,-376.097,4Au_a
4,4,4,0,2.5,2,0,3.074,3.231,0.367,1.917,-1.544,-2.145,-2.08,-376.96,4Au_a
4,0,0,0,2.5,0,0,3.513,3.645,0.828,0.542,-1.544,-1.658,-1.959,-376.473,4Au_a
4,0,0,0,2.5,0,0,3.956,4.069,1.289,0.542,-1.544,-1.059,-1.809,-375.874,4Au_a
4,4,6,2,2.5,10,6,2.25,2.302,-0.556,4.917,-1.544,3.844,-0.583,-370.971,4Au_a
4,0,0,0,2.5,0,0,3.528,3.54,0.828,0.542,-1.544,-1.723,-1.975,-376.537,4Au_a
4,4,5,3,2.5,7,5,2.3,2.352,-0.556,4.021,-1.544,3.366,-0.703,-371.449,4Au_a
4,0,0,0,2.5,0,0,4.075,3.92,1.289,0.542,-1.544,-1.104,-1.82,-375.918,4Au_a
4,4,5,0,2.5,6,2,2.665,2.7,-0.095,2.625,-1.544,-1.732,-1.977,-376.547,4Au_a
4,4,4,0,2.5,3,0,3.093,3.116,0.367,1.917,-1.544,-2.281,-2.114,-377.096,4Au_a
4,0,0,0,2.5,0,0,3.529,3.542,0.828,0.542,-1.544,-1.688,-1.966,-376.503,4Au_a
4,0,0,0,2.5,0,0,3.971,3.976,1.289,0.542,-1.544,-1.059,-1.809,-375.873,4Au_a
4,4,7,2,2.5,9,6,2.173,2.324,-0.556,4.312,-1.544,4.276,-0.475,-370.538,4Au_a
4,4,5,0,2.5,5,3,2.599,2.719,-0.095,3.062,-1.544,-1.569,-1.936,-376.384,4Au_a
4,4,4,0,2.5,4,0,3.036,3.131,0.367,1.917,-1.544,-2.25,-2.107,-377.065,4Au_a
4,0,0,0,2.5,0,0,3.925,3.988,1.289,0.542,-1.544,-1.072,-1.812,-375.887,4Au_a
4,4,7,2,2.5,8,6,2.172,2.419,-0.556,4.542,-1.544,4.264,-0.478,-370.55,4Au_a
4,4,5,0,2.5,5,2,2.598,2.799,-0.095,2.667,-1.544,-1.554,-1.933,-376.368,4Au_a
4,4,4,0,2.5,4,0,3.035,3.201,0.367,1.917,-1.544,-2.221,-2.099,-377.036,4Au_a
4,0,0,0,2.5,0,0,3.477,3.617,0.828,0.542,-1.544,-1.706,-1.971,-376.521,4Au_a
4,0,0,0,2.5,0,0,3.925,4.043,1.289,0.542,-1.544,-1.076,-1.813,-375.891,4Au_a
4,4,6,4,2.5,9,5,2.325,2.187,-0.556,4.917,-1.544,2.661,-0.879,-372.153,4Au_a
4,4,5,0,2.5,5,4,2.729,2.602,-0.095,3.021,-1.544,-2.09,-2.067,-376.905,4Au_a
4,3,3,0,2.5,3,0,3.148,3.031,0.367,1.583,-1.544,-2.432,-2.152,-377.247,4Au_a
4,0,0,0,2.5,0,0,3.577,3.467,0.828,0.542,-1.544,-1.763,-1.985,-376.578,4Au_a
4,0,0,0,2.5,0,0,4.013,3.91,1.289,0.542,-1.544,-1.071,-1.812,-375.886,4Au_a
4,4,6,3,2.5,9,6,2.249,2.298,-0.556,4.75,-1.544,3.445,-0.683,-371.369,4Au_a
4,4,5,0,2.5,6,3,2.664,2.697,-0.095,3.083,-1.544,-1.873,-2.012,-376.688,4Au_a
4,4,4,0,2.5,4,0,3.092,3.113,0.367,1.917,-1.544,-2.388,-2.141,-377.203,4Au_a
4,1,1,0,2.5,1,0,4.455,4.648,1.828,0.875,-1.53,1.21,-1.228,-373.548,4Au_b
4,1,1,0,1.5,1,0,4.907,5.068,2.289,0.542,-1.53,4.118,-0.5,-370.64,4Au_b
4,1,1,0,1.5,1,1,4.475,4.565,1.828,0.542,-1.53,2.807,-0.828,-371.951,4Au_b
4,1,1,0,1.5,1,0,4.925,4.994,2.289,0.542,-1.53,2.602,-0.88,-372.156,4Au_b
4,1,2,0,2.5,2,2,4.497,4.58,1.828,1.208,-1.53,0.761,-1.34,-373.997,4Au_b
4,1,1,0,2.5,1,0,4.944,5.007,2.289,0.875,-1.53,-0.054,-1.543,-374.812,4Au_b
4,1,3,1,2.5,3,1,4.537,4.504,1.828,1.708,-1.53,-0.118,-1.559,-374.876,4Au_b
4,1,1,0,2.5,1,1,4.978,4.941,2.289,0.875,-1.53,-0.635,-1.689,-375.393,4Au_b
4,1,2,0,1.5,2,0,4.979,4.978,2.289,0.833,-1.53,2.317,-0.951,-372.441,4Au_b
4,1,4,1,1.5,4,1,4.606,4.432,1.828,1.542,-1.53,1.222,-1.224,-373.536,4Au_b
4,1,3,1,2.5,1,1,5.036,4.88,2.289,1.708,-1.53,-1.043,-1.791,-375.801,4Au_b
4,1,4,1,2.5,2,1,4.628,4.444,1.828,2.042,-1.53,-0.911,-1.758,-375.669,4Au_b
4,1,2,0,1.5,2,1,5.056,4.891,2.289,0.833,-1.53,2.098,-1.005,-372.659,4Au_b
4,1,3,1,1.5,2,1,4.579,4.467,1.828,1.25,-1.53,1.336,-1.196,-373.422,4Au_b
4,1,2,0,1.5,2,1,5.013,4.909,2.289,0.833,-1.53,2.187,-0.983,-372.571,4Au_b
4,1,2,1,1.5,2,2,4.517,4.531,1.828,0.958,-1.53,1.867,-1.063,-372.891,4Au_b
4,1,2,0,1.5,2,1,4.959,4.964,2.289,0.833,-1.53,2.369,-0.938,-372.388,4Au_b
4,1,2,0,1.5,2,2,4.494,4.58,1.828,0.833,-1.53,2.393,-0.932,-372.365,4Au_b
4,1,1,0,1.5,1,0,4.941,5.007,2.289,0.542,-1.53,2.537,-0.896,-372.221,4Au_b
4,1,4,1,2.5,4,1,5.116,4.856,2.289,2.042,-1.53,-1.108,-1.807,-375.866,4Au_b
4,0,0,0,2.5,0,0,5.546,5.31,2.751,0.542,-1.53,2.969,-0.788,-371.789,4Au_b
4,1,4,1,2.5,4,1,4.61,4.429,1.828,2.042,-1.53,-0.88,-1.75,-375.638,4Au_b
4,1,3,1,2.5,1,1,5.04,4.878,2.289,1.708,-1.53,-1.041,-1.79,-375.799,4Au_b
4,1,3,1,1.5,3,1,4.554,4.487,1.828,1.25,-1.53,1.351,-1.192,-373.407,4Au_b
4,1,1,0,1.5,1,1,4.991,4.928,2.289,0.542,-1.53,2.214,-0.976,-372.544,4Au_b
4,1,3,1,2.5,3,1,4.537,4.505,1.828,1.708,-1.53,-0.039,-1.54,-374.797,4Au_b
4,1,1,0,2.5,1,1,4.978,4.941,2.289,0.875,-1.53,-0.624,-1.686,-375.382,4Au_b
4,1,1,0,2.5,1,1,4.48,4.562,1.828,0.875,-1.53,0.811,-1.327,-373.947,4Au_b
4,1,1,0,1.5,1,0,4.929,4.991,2.289,0.542,-1.53,2.639,-0.87,-372.119,4Au_b
4,1,1,0,1.5,1,0,5.38,5.427,2.751,0.542,-1.53,5.119,-0.25,-369.639,4Au_b
4,1,1,0,2.5,1,0,4.455,4.648,1.828,0.875,-1.53,1.21,-1.227,-373.548,4Au_b
4,1,1,0,1.5,1,0,4.907,5.068,2.289,0.542,-1.53,4.122,-0.499,-370.636,4Au_b
4,1,2,0,1.5,2,1,4.958,4.961,2.289,0.833,-1.53,2.38,-0.935,-372.378,4Au_b
4,1,2,0,2.5,2,2,4.536,4.551,1.828,1.208,-1.53,-0.557,-1.669,-375.315,4Au_b
4,1,2,0,2.5,2,0,4.975,4.981,2.289,1.208,-1.53,-0.734,-1.713,-375.491,4Au_b
4,1,3,1,1.5,3,1,4.552,4.482,1.828,1.25,-1.53,1.354,-1.192,-373.404,4Au_b
4,1,1,0,1.5,1,1,4.989,4.924,2.289,0.542,-1.53,1.188,-1.233,-373.57,4Au_b
4,1,3,1,2.5,2,1,4.575,4.47,1.828,1.708,-1.53,-0.791,-1.728,-375.549,4Au_b
4,1,2,0,1.5,2,1,5.009,4.912,2.289,0.833,-1.53,2.199,-0.98,-372.559,4Au_b
4,1,2,1,1.5,2,2,4.596,4.491,1.828,0.958,-1.53,1.39,-1.182,-373.368,4Au_b
4,1,2,0,1.5,2,1,5.027,4.929,2.289,0.833,-1.53,2.257,-0.966,-372.501,4Au_b
4,1,2,0,1.5,0,0,5.466,5.372,2.751,0.833,-1.53,3.245,-0.719,-371.513,4Au_b
4,1,2,1,2.5,2,2,4.515,4.527,1.828,1.375,-1.53,-0.261,-1.595,-375.019,4Au_b
4,1,2,0,2.5,2,2,4.54,4.547,1.828,1.208,-1.53,-0.533,-1.663,-375.291,4Au_b
4,1,4,1,2.5,4,1,4.695,4.404,1.828,2.042,-1.53,-0.858,-1.745,-375.616,4Au_b
4,4,5,3,2.5,7,4,2.302,2.361,-0.556,3.625,-1.544,3.366,-0.703,-371.449,4Au_c
4,4,5,0,2.5,7,3,2.71,2.754,-0.095,3.083,-1.544,-1.907,-2.021,-376.722,4Au_c
4,4,3,0,2.5,3,0,3.132,3.164,0.367,1.958,-1.544,-2.379,-2.139,-377.194,4Au_c
4,0,0,0,2.5,0,0,3.563,3.585,0.828,0.542,-1.544,-1.756,-1.983,-376.571,4Au_c
4,0,0,0,2.5,0,0,4.001,4.015,1.289,0.542,-1.544,-1.074,-1.813,-375.889,4Au_c
4,4,5,2,2.5,7,7,2.238,2.383,-0.556,3.458,-1.544,3.902,-0.569,-370.913,4Au_c
4,4,5,0,2.5,7,2,2.655,2.769,-0.095,3.083,-1.544,-1.689,-1.966,-376.504,4Au_c
4,4,4,0,2.5,3,0,3.084,3.175,0.367,2.312,-1.544,-2.325,-2.125,-377.14,4Au_c
4,0,0,0,2.5,0,0,3.521,3.594,0.828,0.542,-1.544,-1.706,-1.971,-376.521,4Au_c
4,0,0,0,2.5,0,0,3.963,4.022,1.289,0.542,-1.544,-1.082,-1.815,-375.897,4Au_c
4,4,5,2,2.5,8,8,2.224,2.475,-0.556,3.917,-1.544,4.094,-0.521,-370.721,4Au_c
4,4,5,0,2.5,6,1,2.643,2.848,-0.095,2.667,-1.544,-1.601,-1.944,-376.416,4Au_c
4,4,4,0,2.5,3,0,3.074,3.243,0.367,2.312,-1.544,-2.288,-2.116,-377.104,4Au_c
4,0,0,0,2.5,0,0,3.512,3.655,0.828,0.542,-1.544,-1.719,-1.974,-376.535,4Au_c
4,0,0,0,2.5,0,0,3.955,4.076,1.289,0.542,-1.544,-1.067,-1.811,-375.882,4Au_c
4,0,0,0,2.5,0,0,3.966,3.971,1.289,0.542,-1.544,-1.069,-1.811,-375.884,4Au_c
4,4,6,3,2.5,9,5,2.381,2.245,-0.556,4.812,-1.544,2.94,-0.809,-371.875,4Au_c
4,4,5,0,2.5,7,3,2.778,2.654,-0.095,3.083,-1.544,-2.14,-2.079,-376.955,4Au_c
4,3,3,0,2.5,2,0,3.191,3.076,0.367,1.938,-1.544,-2.474,-2.163,-377.289,4Au_c
4,0,0,0,2.5,0,0,3.616,3.508,0.828,0.542,-1.544,-1.758,-1.984,-376.573,4Au_c
4,0,0,0,2.5,0,0,4.048,3.946,1.289,0.542,-1.544,-1.082,-1.815,-375.897,4Au_c
4,4,8,2,2.5,12,6,2.422,2.215,-0.556,5.333,-1.544,2.657,-0.88,-372.158,4Au_c
4,4,5,2,2.5,6,2,2.813,2.629,-0.095,3.854,-1.544,-2.352,-2.132,-377.167,4Au_c
4,2,2,0,2.5,2,0,3.222,3.055,0.367,1.208,-1.544,-2.611,-2.197,-377.426,4Au_c
4,0,0,0,2.5,0,0,3.643,3.49,0.828,0.542,-1.544,-1.781,-1.99,-376.596,4Au_c
4,0,0,0,2.5,0,0,4.073,3.93,1.289,0.542,-1.544,-1.087,-1.816,-375.902,4Au_c
4,4,6,2,2.5,11,6,2.254,2.307,-0.556,4.917,-1.544,4.18,-0.499,-370.635,4Au_c
4,4,6,1,2.5,5,2,2.669,2.706,-0.095,3.125,-1.544,-1.636,-1.953,-376.451,4Au_c
4,3,3,0,2.5,3,0,3.097,3.121,0.367,1.583,-1.544,-2.271,-2.112,-377.086,4Au_c
4,0,0,0,2.5,0,0,3.533,3.547,0.828,0.542,-1.544,-1.707,-1.971,-376.522,4Au_c
4,0,0,0,2.5,0,0,3.974,3.98,1.289,0.542,-1.544,-1.057,-1.808,-375.872,4Au_c
4,4,7,4,2.5,9,5,2.324,2.19,-0.556,5.625,-1.544,3.022,-0.789,-371.793,4Au_c
4,4,5,0,2.5,5,3,2.728,2.605,-0.095,3.042,-1.544,-2.058,-2.059,-376.873,4Au_c
4,3,3,0,2.5,3,0,3.148,3.034,0.367,1.583,-1.544,-2.462,-2.16,-377.277,4Au_c
4,0,0,0,2.5,0,0,3.577,3.47,0.828,0.542,-1.544,-1.758,-1.984,-376.573,4Au_c
4,0,0,0,2.5,0,0,4.014,3.912,1.289,0.542,-1.544,-1.071,-1.812,-375.886,4Au_c
4,4,5,1,2.5,7,4,2.77,2.563,-0.095,3.667,-1.544,-2.316,-2.123,-377.131,4Au_c
4,3,2,0,2.5,3,0,3.184,2.997,0.367,1.604,-1.544,-2.539,-2.179,-377.354,4Au_c
4,0,0,0,2.5,0,0,3.609,3.438,0.828,0.542,-1.544,-1.771,-1.987,-376.586,4Au_c
4,0,0,0,2.5,0,0,4.042,3.884,1.289,0.542,-1.544,-1.083,-1.815,-375.898,4Au_c
4,4,8,3,2.5,12,6,2.469,2.164,-0.556,5.5,-1.544,2.677,-0.875,-372.138,4Au_c
4,4,6,2,2.5,7,3,2.855,2.585,-0.095,4.625,-1.544,-2.423,-2.15,-377.238,4Au_c
