"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.84521,0.84521,8.30346,0,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,8.76476,0,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,9.22606,0,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,9.68736,0,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,10.14867,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,8.30346,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,8.76476,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,9.22606,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,9.68736,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,10.14867,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,8.30346,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,8.76476,0,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,9.22606,0,0,0,0,0,1,0,1,0,1,0,0
0,0,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0,0,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0,0,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0,0,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
0,0,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.42261,0,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.42261,0,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.42261,0,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0.42261,0,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
0.42261,0,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.42261,0.42261,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.42261,0.42261,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.42261,0.42261,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0.42261,0.42261,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.84521,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.84521,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.84521,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.84521,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.84521,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,1.26782,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,1.26782,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,1.26782,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.26782,1.26782,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.26782,1.26782,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.69042,0,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.69042,0,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.42261,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.42261,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.42261,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.42261,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.42261,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.84521,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.84521,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.84521,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.84521,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.26782,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.26782,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.26782,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.26782,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.26782,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.69042,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.69042,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.69042,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.69042,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.69042,1.69042,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
2.11303,0,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
2.11303,0,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.42261,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.42261,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.42261,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.42261,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
0.84521,0,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0.84521,0,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
0.84521,0,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.42261,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.42261,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.42261,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.42261,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.42261,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
0.84521,0.84521,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.26782,0,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
0.42261,0.42261,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
1.26782,0.42261,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
1.69042,0.84521,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.42261,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.84521,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.84521,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.84521,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.84521,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
2.11303,0.84521,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.26782,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.26782,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.26782,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.26782,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.26782,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.69042,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.69042,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.69042,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.69042,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
2.11303,1.69042,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,2.11303,9.573975,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,2.11303,10.035275,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.11303,2.11303,10.49658,1.79678661526626,0,0,0,0,1,0,1,0,1,0,0
2.11303,2.11303,10.95788,1.79678661526627,0,0,0,0,1,0,1,0,1,0,0
2.11303,2.11303,11.419185,1.79677954419845,0,0,0,0,1,0,1,0,1,0,0
2.79212666666667,0,9.68681666666667,5.15811184407233,1.24071529859759,0,0.973043003334757,0,0.230623749126744,0.230623749126744,0,-0.973043003334757,0,-1,0
2.79212666666667,0,10.1481166666667,5.15811184407233,1.24071529859759,0,0.973043003334757,0,0.230623749126744,0.230623749126744,0,-0.973043003334757,0,-1,0
2.79212666666667,0,10.60942,5.15811139248833,1.24072301161412,0,0.973043072886831,0,0.230623455673861,0.230623455673861,0,-0.973043072886831,0,-1,0
2.79212666666667,0,11.0707233333333,5.15811320145144,1.24072080515549,0,0.973042716651219,0,0.230624958692713,0.230624958692713,0,-0.973042716651219,0,-1,0
2.79212666666667,0,11.5320266666667,5.15811184407233,1.24071529859759,0,0.973043003334757,0,0.230623749126744,0.230623749126744,0,-0.973043003334757,0,-1,0
3.21473333333333,0,9.68681666666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
3.21473333333333,0,10.1481166666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
3.21473333333333,0,10.60942,5.15811329780888,1.24072483969406,0,0.973043182362494,0,0.230622993775273,0.230622993775274,0,-0.973043182362494,0,-1,2.22044604925031e-16
3.21473333333333,0,11.0707233333333,5.15811510676922,1.24072263324746,0,0.973042826127431,0,0.23062449679499,0.23062449679499,0,-0.973042826127431,0,-1,0
3.21473333333333,0,11.5320266666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
3.21473333333333,0.42261,9.68681666666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
3.21473333333333,0.42261,10.1481166666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
3.21473333333333,0.42261,10.60942,5.15811329780888,1.24072483969406,0,0.973043182362494,0,0.230622993775273,0.230622993775274,0,-0.973043182362494,0,-1,2.22044604925031e-16
3.21473333333333,0.42261,11.0707233333333,5.15811510676922,1.24072263324746,0,0.973042826127431,0,0.23062449679499,0.23062449679499,0,-0.973042826127431,0,-1,0
4.05994333333333,0.42261,11.5320266666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
4.05994333333333,0.84521,9.68681666666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
4.05994333333333,0.84521,10.1481166666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
4.05994333333333,0.84521,10.60942,5.15811329780888,1.24072483969406,0,0.973043182362494,0,0.230622993775274,0.230622993775274,0,-0.973043182362494,0,-1,2.22044604925031e-16
4.05994333333333,0.84521,11.0707233333333,5.15811510676922,1.24072263324746,0,0.973042826127431,0,0.23062449679499,0.23062449679499,0,-0.973042826127431,0,-1,0
4.05994333333333,0.84521,11.5320266666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
4.05994333333333,1.26782,9.68681666666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
4.05994333333333,1.26782,10.1481166666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
4.05994333333333,1.26782,10.60942,5.15811329780888,1.24072483969406,0,0.973043182362494,0,0.230622993775274,0.230622993775274,0,-0.973043182362494,0,-1,2.22044604925031e-16
4.05994333333333,1.26782,11.0707233333333,5.15811510676922,1.24072263324746,0,0.973042826127431,0,0.23062449679499,0.23062449679499,0,-0.973042826127431,0,-1,0
4.05994333333333,1.26782,11.5320266666667,5.15811374939492,1.24071712667972,0,0.97304311280995,0,0.230623287230764,0.230623287230764,0,-0.97304311280995,0,-1,0
1.66517666666667,0,9.68681666666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,0,10.1481166666667,2.29204544332451,1.69453552027352,0,0.999757201240335,0,0.0220349397115764,0.0220349397115764,0,-0.999757201240335,0,-1,0
1.66517666666667,0,10.60942,2.29204559941115,1.69453958191795,0,0.999757049681934,0,0.0220418150630888,0.0220418150630888,0,-0.999757049681934,0,-1,0
1.66517666666667,0,11.0707233333333,2.29204544382877,1.69454368322482,0,0.999757197934992,0,0.0220350896792522,0.0220350896792522,0,-0.999757197934992,0,-1,0
1.66517666666667,0,11.5320266666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,0.42261,9.68681666666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,0.42261,10.1481166666667,2.29204544332451,1.69453552027352,0,0.999757201240335,0,0.0220349397115764,0.0220349397115764,0,-0.999757201240335,0,-1,0
1.66517666666667,0.42261,10.60942,2.29204559941115,1.69453958191795,0,0.999757049681934,0,0.0220418150630888,0.0220418150630888,0,-0.999757049681934,0,-1,0
1.66517666666667,0.42261,11.0707233333333,2.29204544382877,1.69454368322482,0,0.999757197934992,0,0.0220350896792522,0.0220350896792522,0,-0.999757197934992,0,-1,0
1.66517666666667,0.42261,11.5320266666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,0.84521,10.1481166666667,2.29204544332451,1.69453552027352,0,0.999757201240335,0,0.0220349397115764,0.0220349397115764,0,-0.999757201240335,0,-1,0
1.66517666666667,0.84521,10.60942,2.29204559941115,1.69453958191795,0,0.999757049681934,0,0.0220418150630888,0.0220418150630888,0,-0.999757049681934,0,-1,0
1.66517666666667,0.84521,11.0707233333333,2.29204544382877,1.69454368322482,0,0.999757197934992,0,0.0220350896792522,0.0220350896792522,0,-0.999757197934992,0,-1,0
1.66517666666667,0.84521,11.5320266666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,1.26782,9.68681666666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,1.26782,10.1481166666667,2.29204544332451,1.69453552027352,0,0.999757201240335,0,0.0220349397115764,0.0220349397115764,0,-0.999757201240335,0,-1,0
1.66517666666667,1.26782,10.60942,2.29204559941115,1.69453958191795,0,0.999757049681934,0,0.0220418150630888,0.0220418150630888,0,-0.999757049681934,0,-1,0
1.66517666666667,1.26782,11.0707233333333,2.29204544382877,1.69454368322482,0,0.999757197934992,0,0.0220350896792522,0.0220350896792522,0,-0.999757197934992,0,-1,0
1.66517666666667,1.26782,11.5320266666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,1.69042,9.68681666666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
1.66517666666667,1.69042,10.1481166666667,2.29204544332451,1.69453552027352,0,0.999757201240335,0,0.0220349397115764,0.0220349397115764,0,-0.999757201240335,0,-1,0
1.66517666666667,1.69042,10.60942,2.29204559941115,1.69453958191795,0,0.999757049681934,0,0.0220418150630888,0.0220418150630888,0,-0.999757049681934,0,-1,0
1.66517666666667,1.69042,11.0707233333333,2.29204544382877,1.69454368322482,0,0.999757197934992,0,0.0220350896792522,0.0220350896792522,0,-0.999757197934992,0,-1,0
1.66517666666667,1.69042,11.5320266666667,2.29204544332451,1.69453552027353,0,0.999757201240335,0,0.0220349397115765,0.0220349397115765,0,-0.999757201240335,0,-1,0
2.08778333333333,0,9.68681666666667,2.29205250121736,1.69453561066051,0,0.999757268822039,0,0.0220318732180772,0.0220318732180772,0,-0.999757268822039,0,-1,0
2.08778333333333,0,10.1481166666667,2.29205250121736,1.69453561066051,0,0.999757268822039,0,0.0220318732180772,0.0220318732180772,0,-0.999757268822039,0,-1,0
2.08778333333333,0,10.60942,2.29205265728191,1.69453967233394,0,0.999757117286828,0,0.0220387484747316,0.0220387484747316,0,-0.999757117286828,0,-1,0
2.08778333333333,0,11.0707233333333,2.29205250172081,1.69454377361245,0,0.999757265518294,0,0.0220320231341575,0.0220320231341575,0,-0.999757265518294,0,-1,0
2.08778333333333,0,11.5320266666667,2.29205250121736,1.69453561066051,0,0.999757268822039,0,0.0220318732180772,0.0220318732180772,0,-0.999757268822039,0,-1,0
2.08778333333333,0.42261,9.68681666666667,2.29205250121736,1.69453561066051,0,0.999757268822039,0,0.0220318732180772,0.0220318732180772,0,-0.999757268822039,0,-1,0
2.08778333333333,0.42261,10.1481166666667,2.29205250121736,1.69453561066051,0,0.999757268822039,0,0.0220318732180772,0.0220318732180772,0,-0.999757268822039,0,-1,0
2.08778333333333,0.42261,10.60942,2.29205265728191,1.69453967233394,0,0.999757117286828,0,0.0220387484747316,0.0220387484747316,0,-0.999757117286828,0,-1,0
2.08778333333333,0.42261,11.0707233333333,2.29205250172081,1.69454377361245,0,0.999757265518294,0,0.0220320231341575,0.0220320231341575,0,-0.999757265518294,0,-1,0
3.63734,0,9.68681666666667,5.15811947639929,1.24071582155504,0,0.973043114368394,0,0.230623280655392,0.230623280655392,0,-0.973043114368394,0,-1,0
3.63734,0,10.1481166666667,5.15811947639929,1.24071582155504,0,0.973043114368394,0,0.230623280655392,0.230623280655392,0,-0.973043114368394,0,-1,0
3.63734,0,10.60942,5.15811902481521,1.24072353457142,0,0.973043183920491,0,0.230622987201781,0.230622987201781,0,-0.973043183920491,0,-1,2.22044604925031e-16
3.63734,0,11.0707233333333,5.15812083377494,1.24072132811669,0,0.973042827686048,0,0.230624490218926,0.230624490218926,0,-0.973042827686048,0,-1,0
3.63734,0,11.5320266666667,5.15811947639929,1.24071582155504,0,0.973043114368394,0,0.230623280655392,0.230623280655392,0,-0.973043114368394,0,-1,0
3.63734,0.42261,9.68681666666667,5.15811947639929,1.24071582155504,0,0.973043114368394,0,0.230623280655392,0.230623280655392,0,-0.973043114368394,0,-1,0
3.63734,0.42261,10.1481166666667,5.15811947639929,1.24071582155504,0,0.973043114368394,0,0.230623280655392,0.230623280655392,0,-0.973043114368394,0,-1,0
